link,names,skills,salary,experience,name
https://hh.ru/vacancy/49959588?from=vacancy_search_list&query=data%20analyst,0,"['Jira', 'Analysis', 'Fluent English', 'SQL', 'Business Analysis', 'System Analysis']",от 150 000 руб. на руки,1–3 года,Retail System Analyst
https://hh.ru/vacancy/50488511?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Management Reporting', 'MS PowerPoint', 'SQL', 'visualization']",от 4 000 EUR на руки,3–6 лет,Business Analyst
https://hh.ru/vacancy/50660304?from=vacancy_search_list&query=data%20analyst,0,"['Деловая коммуникация', 'Нейронные сети', 'Data Science', 'Машинное обучение', 'Statistics']",до 200 000 руб. на руки,1–3 года,ML/Data Science Team Lead
https://hh.ru/vacancy/49504446?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'MS PowerPoint', 'MS SQL', 'SQL', 'Работа с базами данных']",до 40 000 руб. на руки,не требуется,Младший аналитик данных (junior data analyst)
https://hh.ru/vacancy/50195310?from=vacancy_search_list&query=data%20analyst,0,"['Аналитическое мышление', 'Анализ данных', 'Аналитические исследования', 'Маркетинговые исследования', 'Аналитика', 'Маркетинговый анализ']",до 90 000 руб. на руки,1–3 года,Аналитик
https://hh.ru/vacancy/49767446?from=vacancy_search_list&query=data%20analyst,0,"['Поиск и привлечение клиентов', 'Работа в команде', 'Управление отношениями с клиентами', 'Активные продажи', 'Развитие продаж']",от 250 000 до 700 000 руб. на руки,3–6 лет,Performance director
https://hh.ru/vacancy/50492864?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Data Mining', 'Аналитическое мышление', 'BI']",до 120 000 руб. до вычета налогов,1–3 года,Аналитик данных
https://hh.ru/vacancy/50411416?from=vacancy_search_list&query=data%20analyst,0,"['Tableau', 'SQL', 'Анализ данных', 'Power BI', 'Data Analysis']",от 160 000 руб. до вычета налогов,1–3 года,Продуктовый аналитик
https://hh.ru/vacancy/42011548?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Data Mining', 'SQL', 'Machine Learning', 'Data Analysis', 'A/B тесты', 'Spark']",до 350 000 руб. до вычета налогов,3–6 лет,Data Scientist
https://hh.ru/vacancy/49370582?from=vacancy_search_list&query=data%20analyst,0,"['Google Analytics', 'Яндекс.Метрика', 'Анализ данных', 'Google Data Studio', 'Аналитическое мышление', 'WEB аналитика', 'Веб-аналитика', 'Организаторские навыки']",от 50 000 до 150 000 руб. на руки,1–3 года,Веб-аналитик/Web-аналитик
https://hh.ru/vacancy/50460586?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'C#', '.NET Framework', 'REST', 'MS Access', 'API']",от 3 300 до 4 000 USD до вычета налогов,1–3 года,Backend Developer C# (Remote)
https://hh.ru/vacancy/49993197?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Data Mining', 'Прогнозирование', 'прогнозирование спроса', 'S&OP', 'ML', 'supply chain', 'Numpy Pandas']",от 270 000 руб. на руки,1–3 года,Senior data scientist
https://hh.ru/vacancy/50401271?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'SQL', 'Data Transfomrations', 'Google BigQuery', 'Data Analysis', 'Dashboards', 'Анализ данных', 'Визуализация данных', 'Power BI', 'Data Studio']",от 180 000 до 250 000 руб. на руки,1–3 года,BI - аналитик
https://hh.ru/vacancy/50401452?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'SQL', 'Data Transfomrations', 'Google BigQuery', 'Data Analysis', 'Dashboards', 'Анализ данных', 'Визуализация данных', 'Data Studio']",от 180 000 до 250 000 руб. на руки,1–3 года,Marketing Analyst
https://hh.ru/vacancy/48060750?from=vacancy_search_list&query=data%20analyst,0,[],от 200 000 руб. на руки,0,Senior Data Analyst
https://hh.ru/vacancy/49877839?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Tableau', 'SQL', 'Аналитическое мышление', 'Olap (online analytical processing)']",от 160 000 до 200 000 руб. до вычета налогов,1–3 года,Ведущий аналитик данных
https://hh.ru/vacancy/50231574?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Tableau', 'VBA', 'Английский язык']",от 125 000 до 135 000 руб. до вычета налогов,1–3 года,Business Analyst
https://hh.ru/vacancy/50382645?from=vacancy_search_list&query=data%20analyst,0,['Английский\xa0— C1 — Продвинутый'],от 2 000 USD на руки,1–3 года,Product analyst
https://hh.ru/vacancy/50347066?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Аналитические исследования', 'Анализ данных', 'Аналитическое мышление', 'PostgreSQL', 'Data Analysis']",до 300 000 руб. до вычета налогов,не требуется,Продуктовый аналитик
https://hh.ru/vacancy/50459381?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Анализ данных', 'Amplitude', 'Анализ бизнес показателей', 'Data Analysis', 'Аналитика']",от 180 000 до 230 000 руб. до вычета налогов,3–6 лет,"Аналитик данных (реклама, продукт)"
https://hh.ru/vacancy/50332455?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Python', 'SQL', 'Power BI', 'Leadership Skills', 'Team management']",до 6 000 USD до вычета налогов,1–3 года,Analyst (remote)
https://hh.ru/vacancy/42956307?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Data Mining', 'SQL', 'Математическое моделирование', 'Spark', 'Pandas', 'Hive']",до 500 000 руб. до вычета налогов,3–6 лет,Data Scientist (middle or senior)
https://hh.ru/vacancy/50531670?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Английский язык', 'Analytical skills', 'MS PowerPoint', 'MS Access']",от 1 500 EUR до вычета налогов,не требуется,Sales Administration Business Analyst
https://hh.ru/vacancy/48651351?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Big Data', 'Анализ данных', 'Machine Learning']",от 150 000 до 300 000 руб. до вычета налогов,1–3 года,Data Scientist (omnichannel)
https://hh.ru/vacancy/50274803?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Python', 'Анализ данных', 'Data Analysis', 'Big Data']",от 170 000 руб. до вычета налогов,1–3 года,Аналитик продукта / Product Analyst
https://hh.ru/vacancy/50279838?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'AngularJS', 'Angular', 'MVC']",от 3 500 до 4 000 USD до вычета налогов,1–3 года,Angular Frontend Developer (Remote)
https://hh.ru/vacancy/50233826?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Google Analytics', 'Английский язык', 'Tableau', 'ORACLE']",от 200 000 руб. на руки,1–3 года,Продуктовый аналитик/аналитик данных
https://hh.ru/vacancy/49991403?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Python', 'Spark', 'Pandas', 'Hadoop']",от 350 000 до 500 000 руб. до вычета налогов,3–6 лет,Data Engineer (Senior)
https://hh.ru/vacancy/50514502?from=vacancy_search_list&query=data%20analyst,0,"['Анализ рынка', 'Data Mining', 'A/B тесты', 'Анализ поведения пользователей']",от 90 000 до 150 000 руб. на руки,1–3 года,Аналитик
https://hh.ru/vacancy/50236949?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Английский язык', 'Анализ данных', 'MS PowerPoint', 'Power BI']",до 100 000 руб. до вычета налогов,1–3 года,Junior Data Scientist
https://hh.ru/vacancy/49423067?from=vacancy_search_list&query=data%20analyst,0,"['аналитика', 'SQL', 'Python', 'Информационные технологии', 'Работа с базами данных', 'Математический анализ', 'NumPy', 'Математическая статистика', 'XGBoost']",до 300 000 руб. на руки,3–6 лет,Data Scientist
https://hh.ru/vacancy/42493107?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Hadoop', 'Spark', 'Git', 'Тестирование', 'Product Promotion', 'Leadership Skills']",до 500 000 руб. до вычета налогов,3–6 лет,Lead Data Scientist
https://hh.ru/vacancy/50337537?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Английский язык', 'Data Mining', 'Data Analysis', 'Statistics']",от 2 000 до 8 000 USD до вычета налогов,3–6 лет,Data Scientist
https://hh.ru/vacancy/50274862?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Python', 'Анализ данных', 'Data Analysis', 'Big Data']",от 250 000 руб. до вычета налогов,3–6 лет,Senior Product Analyst
https://hh.ru/vacancy/50243000?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Анализ данных', 'Sas', 'Bash', 'Git']",от 180 000 до 200 000 руб. на руки,1–3 года,Аналитик данных (финтех)
https://hh.ru/vacancy/50257790?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'SQL', 'PostgreSQL', 'MS SQL', 'Анализ данных', 'DAX']",от 140 000 руб. до вычета налогов,1–3 года,Data analyst / Аналитик данных
https://hh.ru/vacancy/48887203?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Pandas', 'Machine Learning', 'Numpy', 'Аналитические исследования']",от 150 000 до 300 000 руб. до вычета налогов,1–3 года,Data Scientist R&D
https://hh.ru/vacancy/50095141?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Google Analytics', 'Аналитическое мышление', 'Google Tag Manager', 'Google BigQuery', 'Google Data Studio', 'Microsoft Power BI', 'ROPO', 'Когортный анализ', 'Сквозная аналитика', 'Атрибуция', 'Ad hoc анализ', 'Анализ данных', 'Разработка технических заданий', 'Standard SQL', 'Google Sheets', 'Tableau', 'QlikView', 'Дашборд', 'Базы данных', 'Google Cloud Platform', 'БигКвери', 'WEB аналитика', 'Digital Marketing', 'Data Analysis', 'MS SQL', 'Яндекс.Метрика', 'AppsFlyer', 'JavaScript']",от 140 000 до 200 000 руб. на руки,1–3 года,Аналитик данных (Data Analyst)
https://hh.ru/vacancy/50060974?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Python', 'SQL', 'Analytical skills', 'Data Analysis', 'Mathematical Statistics']",от 3 000 до 5 000 EUR до вычета налогов,3–6 лет,Data Analyst
https://hh.ru/vacancy/50210486?from=vacancy_search_list&query=data%20analyst,0,"['Linux', 'Python', 'Git', 'Bash', 'SQL', 'PostgreSQL', 'Docker', 'ETL']",от 100 000 руб. до вычета налогов,1–3 года,Data Engineer
https://hh.ru/vacancy/50065472?from=vacancy_search_list&query=data%20analyst,0,"['Маркетинговые исследования', 'Анализ данных', 'Аналитические исследования', 'Маркетинговый анализ', 'Аналитическое мышление']",от 70 000 руб. на руки,не требуется,Junior Data Analyst / Младший аналитик данных
https://hh.ru/vacancy/50024105?from=vacancy_search_list&query=data%20analyst,0,['SQL'],от 200 000 руб. на руки,1–3 года,Marketing data analyst
https://hh.ru/vacancy/49312609?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— A1 — Начальный', 'Python', 'SQL', 'Data Mining', 'Big Data', 'Tableau']",от 300 000 до 500 000 руб. на руки,3–6 лет,Head of BI
https://hh.ru/vacancy/45396149?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Linux', 'Java', 'SCALA', 'Bash']",до 400 000 руб. на руки,3–6 лет,Data Engineer
https://hh.ru/vacancy/50038091?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Pandas', 'Numpy', 'SQL', 'Machine Learning']",от 100 000 до 200 000 руб. до вычета налогов,1–3 года,Аналитик данных (Data Scientist)
https://hh.ru/vacancy/50189846?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Английский язык', 'Data Mining', 'SQL', 'Математическая статистика']",от 200 000 до 250 000 руб. на руки,3–6 лет,Аналитик (эконометрическое моделирование) / Data scientist
https://hh.ru/vacancy/50082056?from=vacancy_search_list&query=data%20analyst,0,"['Анализ рынка', 'Оценка потребностей клиентов', 'Аналитическое мышление', 'Аналитика', 'SaaS', 'Работа с большими объемами данных', 'Работа в условиях многозадачности']",до 400 000 руб. на руки,1–3 года,Data scientist
https://hh.ru/vacancy/49316730?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Bi системы']",от 340 000 руб. на руки,3–6 лет,Lead Product Analyst
https://hh.ru/vacancy/50066482?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Data Analysis', 'Credit Risk', 'Кредитный риск', 'Анализ рисков', 'PD-модель']",от 350 000 руб. до вычета налогов,1–3 года,Credit Risk Analyst / Data Scientist (Python)
https://hh.ru/vacancy/48648580?from=vacancy_search_list&query=data%20analyst,0,"['Анализ данных', 'DWH', 'Математическая статистика', 'SQL', 'Аналитические исследования', 'Data Analysis', 'Аналитика']",от 100 000 до 250 000 руб. до вычета налогов,1–3 года,Data Analyst
https://hh.ru/vacancy/48856262?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Spark', 'Анализ данных', 'Статистический анализ', 'Docker', 'Математическая статистика', 'Управление командой', 'Data Analysis']",от 200 000 до 300 000 руб. до вычета налогов,3–6 лет,Team Lead Data Analyst
https://hh.ru/vacancy/49316157?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Agile Project Management', 'SQL', 'Power BI', 'Yclients', 'ETL', 'amoCRM']",от 280 000 руб. на руки,1–3 года,Lead Commercial Analyst
https://hh.ru/vacancy/42493119?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Python', 'Spark', 'Pandas', 'Hadoop']",от 170 000 до 350 000 руб. до вычета налогов,1–3 года,Data Engineer (Middle)
https://hh.ru/vacancy/50112787?from=vacancy_search_list&query=data%20analyst,0,"['Tableau', 'SQL', 'Python', 'Power BI', 'Анализ данных']",до 250 000 руб. на руки,3–6 лет,Продуктовый аналитик (удаленно)
https://hh.ru/vacancy/49416613?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'MS PowerPoint', 'Работа в команде', 'Грамотная речь', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Аналитическое мышление', 'Подготовка презентаций', 'Аналитические способности', 'MS Excel', 'Системное мышление']",от 100 000 до 150 000 руб. на руки,1–3 года,Business Analyst
https://hh.ru/vacancy/48854391?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'Python', 'SQL', 'Tableau', 'Power BI', 'Умение принимать решения', 'Анализ данных', 'Business Intelligence Systems', 'Базы данных', 'Аналитика', 'Data Analysis', 'SQL запросы']",от 80 000 до 120 000 руб. до вычета налогов,1–3 года,Junior Data Analyst
https://hh.ru/vacancy/50136188?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Java', 'SCALA', 'DWH']",от 120 000 до 150 000 руб. до вычета налогов,1–3 года,Аналитик данных
https://hh.ru/vacancy/49912945?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— A1 — Начальный', 'Python', 'SQL', 'ETL', 'DWH', 'Airflow']",от 180 000 до 300 000 руб. на руки,3–6 лет,Data Engineer
https://hh.ru/vacancy/49912906?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'PostgreSQL', 'Hadoop', 'Spark', 'Airflow', 'Аналитическое мышление', 'Оптимизация запросов']",от 120 000 до 180 000 руб. на руки,1–3 года,Data Engineer
https://hh.ru/vacancy/49744980?from=vacancy_search_list&query=data%20analyst,0,"['Работа в команде', 'SQL', 'Умение принимать решения', 'Базы данных', 'Big Data', 'Data Analysis', 'Data Science', 'Визуализация данных']",от 150 000 руб. на руки,1–3 года,Senior data scientist
https://hh.ru/vacancy/50080572?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Ведение переговоров', 'Прямые продажи', 'Поиск и привлечение клиентов', 'Проведение презентаций', 'Навыки презентации', 'Управление отношениями с клиентами', 'Стратегическое мышление', 'Работа с ключевыми клиентами', 'Консалтинг', 'Statistics']",от 200 000 до 300 000 руб. до вычета налогов,3–6 лет,Account Group Head // Digital Account Group Head // Digital client consultant
https://hh.ru/vacancy/49982817?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Hadoop']",от 200 000 до 250 000 руб. на руки,3–6 лет,Data analyst (Product)
https://hh.ru/vacancy/50126104?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Git', 'SQL', 'Power BI', 'MySQL', 'PowerBI', 'Data Analysis', 'Firebase', 'Google Analytics', 'Business Analysis']",от 2 000 USD до вычета налогов,1–3 года,"Data Analyst / Product Analyst (продуктовый, удаленно, продуктовая команда)"
https://hh.ru/vacancy/50229437?from=vacancy_search_list&query=data%20analyst,0,[],от 100 000 до 250 000 руб. до вычета налогов,3–6 лет,Product Mobile Analyst
https://hh.ru/vacancy/49991426?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'SQL', 'Python', 'ETL', 'DWH', 'Ведение отчетности', 'Cистемы управления базами данных', 'Data Analysis', 'Базы данных', 'Big Data', 'Credit Risk', 'Mathematical Statistics', 'Engineering']",от 120 000 до 150 000 руб. на руки,1–3 года,Data Quality expert (удаленно)
https://hh.ru/vacancy/48534487?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'Python', 'SQL', 'Tableau', 'Power BI', 'Умение принимать решения', 'Анализ данных', 'Business Intelligence Systems', 'Базы данных', 'Аналитика', 'Data Analysis', 'SQL запросы']",от 80 000 до 120 000 руб. до вычета налогов,1–3 года,Junior Analyst BI
https://hh.ru/vacancy/49982504?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Pandas', 'Numpy', 'SQL', 'Jupyter Notebook', 'Matplotlib', 'Airflow']",до 150 000 руб. на руки,не требуется,Data Science Аналитик
https://hh.ru/vacancy/49974737?from=vacancy_search_list&query=data%20analyst,0,"['XML/Xslt', 'Adobe Photoshop', 'Грамотность', 'UML', 'Умение работать в коллективе', 'Энергетика', 'User Story', 'Blockchain']",от 140 000 до 200 000 руб. на руки,не требуется,Аналитик
https://hh.ru/vacancy/50155722?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Python', 'Английский язык', 'Google Sheets', 'Data Analysis', 'Pandas', 'Statistics', 'Performance Management', 'Analytical skills', 'Atlassian Confluence', 'English', 'MS Dos', 'MS Excel', 'HR', 'Human Resources Management']",от 80 000 до 100 000 руб. до вычета налогов,3–6 лет,Performance analyst (HR data analyst)
https://hh.ru/vacancy/50071706?from=vacancy_search_list&query=data%20analyst,0,[],от 150 000 до 200 000 руб. на руки,3–6 лет,Senior Web Analyst
https://hh.ru/vacancy/47582523?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Data Mining', 'MS SQL', 'MS PowerPoint']",до 200 000 руб. на руки,1–3 года,Продуктовый аналитик (игровая индустрия)
https://hh.ru/vacancy/49915187?from=vacancy_search_list&query=data%20analyst,0,"['Time management', 'Data Analysis', 'Python', 'Английский язык', 'Leadership Skills']",от 150 000 до 200 000 руб. на руки,не требуется,Product Analyst (Sales)
https://hh.ru/vacancy/48535860?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'Python', 'SQL', 'Tableau', 'Power BI', 'Умение принимать решения', 'Анализ данных', 'Business Intelligence Systems', 'Базы данных', 'Аналитика', 'Data Analysis', 'SQL запросы']",от 120 000 до 150 000 руб. до вычета налогов,1–3 года,Analyst BI
https://hh.ru/vacancy/49493874?from=vacancy_search_list&query=data%20analyst,0,"['Hadoop', 'Linux', 'Big Data', 'Java']",от 300 000 руб. до вычета налогов,3–6 лет,Devops engineer (Hadoop)
https://hh.ru/vacancy/50477100?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Системный анализ', 'OpenShift', 'Redmine']",от 150 000 до 180 000 руб. до вычета налогов,1–3 года,Системный/Бизнес аналитик
https://hh.ru/vacancy/50509106?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Docker', 'ClickHouse', 'Анализ данных', 'AWS', 'Airflow', 'Node.js', 'MoPub', 'Applovin', 'Iron Source', 'REST API']",от 3 000 до 3 500 USD на руки,3–6 лет,Lead Data Engineer
https://hh.ru/vacancy/50571106?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Git', 'SQL', 'Java', 'Hadoop', 'Data scientist', 'Computer vision']",от 200 000 руб. на руки,1–3 года,Data scientist (computer vision)
https://hh.ru/vacancy/50452667?from=vacancy_search_list&query=data%20analyst,0,"['Поиск и привлечение клиентов', 'Работа в команде', 'Управление отношениями с клиентами', 'Активные продажи', 'Развитие продаж']",от 150 000 до 1 000 000 руб. на руки,3–6 лет,Директор по продажам вертикали PHARMA (digital)
https://hh.ru/vacancy/48652402?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'ETL', 'DWH', 'СУБД']",до 450 000 руб. до вычета налогов,1–3 года,"Data Engineer (DWH, Senior)"
https://hh.ru/vacancy/49784031?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Ведение переговоров', 'Прямые продажи', 'Поиск и привлечение клиентов', 'Проведение презентаций', 'Навыки презентации', 'Управление отношениями с клиентами', 'Стратегическое мышление', 'Работа с ключевыми клиентами', 'Консалтинг', 'Statistics']",от 200 000 до 300 000 руб. до вычета налогов,3–6 лет,Директор по работе с клиентами (digital реклама и маркетинг)
https://hh.ru/vacancy/50303237?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Работа с большим объемом информации', 'Алгоритмы', 'Анализ данных', 'C++']",до 600 000 руб. на руки,3–6 лет,Разработчик-аналитик (Data Engineer)
https://hh.ru/vacancy/44078324?from=vacancy_search_list&query=data%20analyst,0,"['Управление проектами', 'Бизнес-анализ', 'Аналитические исследования', 'Английский язык', 'BPMN', 'IDEF0', 'Ведение переговоров', 'Бизнес-аналитика']",от 250 000 руб. до вычета налогов,3–6 лет,Бизнес-аналитик (Senior/Lead)
https://hh.ru/vacancy/50107385?from=vacancy_search_list&query=data%20analyst,0,"['Моделирование бизнес процессов', 'UML', 'Бизнес-анализ', 'BPMN', 'Системный анализ']",от 200 000 до 250 000 руб. на руки,не требуется,Старший бизнес-аналитик\ бизнес-аналитик
https://hh.ru/vacancy/47048248?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'ETL', 'DWH', 'СУБД']",до 300 000 руб. до вычета налогов,1–3 года,"Data Engineer (DWH, Middle+)"
https://hh.ru/vacancy/49953917?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Алгоритмы и структуры данных', 'Анализ данных', 'Алгоритмы', 'C++']",до 600 000 руб. на руки,3–6 лет,Разработчик-аналитик (Data Engineer)
https://hh.ru/vacancy/48050832?from=vacancy_search_list&query=data%20analyst,0,"['Demand Planning', 'Demand Management', 'Планирование спроса']",от 180 000 до 180 000 руб. до вычета налогов,3–6 лет,Demand Planning Analyst (maternity leave position)
https://hh.ru/vacancy/49119194?from=vacancy_search_list&query=data%20analyst,0,[],от 200 000 руб. до вычета налогов,3–6 лет,Бизнес-аналитик
https://hh.ru/vacancy/49314760?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'Python', 'Английский язык', 'Tableau', 'Pandas', 'Digital Marketing', 'Analyst', 'MS SQL', 'JS', 'Анализ данных', 'Аналитика', 'Маркетинг']",от 150 000 до 220 000 руб. на руки,1–3 года,Маркетинговый аналитик
https://hh.ru/vacancy/50231304?from=vacancy_search_list&query=data%20analyst,0,"['Английский язык', 'SQL', 'Аналитическое мышление', 'MS PowerPoint', 'Аналитик в IT']",от 250 000 до 300 000 руб. на руки,3–6 лет,Ведущий бизнес-аналитик в IT
https://hh.ru/vacancy/49607680?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Java', 'SCALA', 'SQL', 'C++', 'Английский язык', 'information systems architecture', 'build complex system-level features', 'back-end development experience', 'application architecture', 'AWS', 'Experience in designing']",от 6 500 USD до вычета налогов,более 6 лет,Principal Software Engineer
https://hh.ru/vacancy/50479856?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Python', 'Git', 'Linux', 'Английский язык', 'BI', 'Data Scientist', 'Data Analyst', 'Тестирование', 'Computer Vision', 'jupyter', 'PyTorch', 'CUDA', 'matplotlib', 'scipy', 'ndimage', 'Исследование данных', 'Middle', 'Senior', 'Business intelligence']",от 150 000 до 300 000 руб. на руки,3–6 лет,CV researcher-engineer
https://hh.ru/vacancy/43146453?from=vacancy_search_list&query=data%20analyst,0,"['Экономическая теория', 'Эконометрика', 'Stata', 'EViews', 'MATLAB', 'Математическая статистика', 'Экономический анализ', 'Английский язык', 'Python', 'R', 'Статистический анализ']",от 60 000 до 120 000 руб. до вычета налогов,не требуется,Исследователь-экономист (research analyst in economics)
https://hh.ru/vacancy/50629077?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'VBA', 'MS SQL', 'MS PowerPoint', 'Data Mining']",от 100 000 руб. на руки,1–3 года,Бизнес-аналитик
https://hh.ru/vacancy/50644260?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'International Logistics', 'Data Entry', 'Transport Logistics', 'English', 'Customer Service', 'Interpersonal skills']",от 1 100 USD на руки,1–3 года,Global Logistics Analyst
https://hh.ru/vacancy/50597440?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'SQL', 'Маркетинговый анализ', 'Google Analytics', 'Английский язык - B1-Средний', 'Английский язык', 'Digital Marketing', 'Базы данных', 'Аналитическое мышление', 'Python', 'Google Data Studio', 'A/B тесты', 'Аналитика', 'B2C маркетинг']",от 100 000 до 150 000 руб. на руки,3–6 лет,Web-аналитик в зарубежный EdTech проект
https://hh.ru/vacancy/50665334?from=vacancy_search_list&query=data%20analyst,0,"['Spark', 'Hadoop', 'Big Data', 'SQL', 'Управление проектами', 'Oracle Pl/SQL', 'Базы данных', 'ORACLE', 'Управление временем', 'Oracle CRM']",от 100 000 до 250 000 руб. на руки,1–3 года,Разработчик BigData
https://hh.ru/vacancy/50602847?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Atlassian Jira', 'Agile Project Management', 'Английский язык', 'Data Analysis', 'Business Analysis', 'QlikView', 'QlikSense', 'Business intelligence', 'Information Technology', 'Business Process improvement', 'Reporting', 'Analytical skills', 'Communication skills', 'User Acceptance Testing', 'Databases', 'Jira', 'Training']",от 100 000 до 200 000 руб. на руки,3–6 лет,"Reporting Specialist (QlikSense), remotely"
https://hh.ru/vacancy/50609057?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— A1 — Начальный', 'Python', 'MongoDB', 'Agile Project Management', 'Jira', 'Microsoft Azure', 'Docker', 'Jupyter notebooks', 'PowerBI']",от 300 000 руб. на руки,3–6 лет,Data Engineer/ETL Developer
https://hh.ru/vacancy/49038779?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'MySQL', 'NoSQL', 'Google Analytics', 'MyTracker', 'APP Метрика', 'Roistat', 'Яндекс.Метрика', 'Google Tag Manager']",от 100 000 до 120 000 руб. до вычета налогов,1–3 года,Web-аналитик
https://hh.ru/vacancy/49899436?from=vacancy_search_list&query=data%20analyst,0,"['Английский язык', 'Project management', 'Management Reporting', 'Business Planning', 'English', 'IFRS', 'Financial Controlling', 'MS Excel']",до 120 000 руб. до вычета налогов,1–3 года,IFRS reporting specialist / Financial analyst
https://hh.ru/vacancy/50229523?from=vacancy_search_list&query=data%20analyst,0,[],от 200 000 руб. на руки,1–3 года,Project Manager (Черногория)
https://hh.ru/vacancy/50588141?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C2 — В совершенстве', 'Управление проектами', 'Управление командой', 'Английский язык', 'Стратегическое мышление', 'Product Management']",от 400 000 руб. на руки,3–6 лет,Chief Product Officer (CPO)
